4942054721,how many goats can be spotted,"{'A': 'eight', 'B': 'two', 'C': 'one', 'D': 'three', 'E': 'four'}","['C', 'D', 'D', 'B', 'B', 'B', 'D', 'D']",D,A,0
9213637099,how many people are involved,"{'A': 'six', 'B': 'two', 'C': 'five', 'D': 'seven', 'E': 'one'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,C,0
2735019707,what is the relationship between the boy and the man in red,"{'A': 'father daughter', 'B': 'parent offspring', 'C': 'trainer trainee', 'D': 'friends', 'E': 'team member'}","['C', 'C', 'C', 'B', 'C', 'C', 'C', 'B']",C,B,0
4984417707,how many elephants were playing with the ball,"{'A': 'three', 'B': 'six', 'C': 'two', 'D': 'five', 'E': 'one'}","['A', 'A', 'A', 'C', 'C', 'A', 'A', 'C']",A,C,0
5237219621,how many people are there,"{'A': 'four', 'B': 'two', 'C': 'six', 'D': 'eleven', 'E': 'five'}","['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",B,C,0
2834146886,how many dogs are there,"{'A': 'four', 'B': 'one', 'C': 'two', 'D': 'six', 'E': 'three'}","['C', 'B', 'B', 'B', 'C', 'C', 'B', 'B']",B,C,0
2679328607,how many times does the girl pass the toy to the boy,"{'A': 'six', 'B': 'two', 'C': 'four', 'D': 'five', 'E': 'three'}","['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",B,E,0
3804148568,what is the relationship between the man in specs and the two wearing masks,"{'A': 'team members', 'B': 'fix the bunker', 'C': 'teacher student', 'D': 'friends', 'E': 'poster'}","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",C,D,0
4036955771,how many performers are there,"{'A': 'six', 'B': 'seven', 'C': 'eleven', 'D': 'eight', 'E': 'five'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,B,0
6265968082,how many people are performing on stage,"{'A': 'four', 'B': 'one', 'C': 'five', 'D': 'three', 'E': 'nine'}","['D', 'D', 'B', 'D', 'D', 'B', 'D', 'B']",D,A,0
4825843801,where are the penguins hanging out,"{'A': 'cage', 'B': 'floor', 'C': 'zoo', 'D': 'kitchen', 'E': 'pond'}","['C', 'B', 'B', 'B', 'B', 'B', 'B', 'C']",B,C,0
4518113460,where are the people hanging out,"{'A': 'classroom', 'B': 'bus', 'C': 'kitchen', 'D': 'living room', 'E': 'snow mountain'}","['C', 'C', 'D', 'D', 'C', 'C', 'C', 'C']",C,D,0
4485707628,how does the black dog position himself at the end,"{'A': 'wear collars', 'B': 'using hands', 'C': 'keep getting up', 'D': 'sit on the ground', 'E': 'lie on the grassland'}","['C', 'C', 'C', 'C', 'C', 'B', 'C', 'D']",C,D,0
2495861393,what is the relationship between the lady and the children,"{'A': 'caregiver', 'B': 'teacher student', 'C': 'friends', 'D': 'trainer and trainee', 'E': 'mother and children'}","['A', 'D', 'A', 'A', 'A', 'A', 'A', 'A']",A,B,0
2573424030,how many people in total are there in the video,"{'A': 'six', 'B': 'one', 'C': 'two', 'D': 'five', 'E': 'seven'}","['D', 'E', 'C', 'A', 'C', 'C', 'C', 'C']",C,E,0
11244289523,what is the relationship between the lady in black and the baby,"{'A': 'mother and child', 'B': 'parent offspring', 'C': 'colleagues', 'D': 'teacher', 'E': 'supervisor'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,B,0
6806999702,where is this video taken,"{'A': 'field', 'B': 'park', 'C': 'room', 'D': 'by a lake', 'E': 'speech event'}","['B', 'B', 'B', 'B', 'B', 'A', 'B', 'A']",B,A,0
5017166671,how many pople are on stage,"{'A': 'nine', 'B': 'six', 'C': 'three', 'D': 'two', 'E': 'four'}","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",C,E,0
8225502382,how many times does the man in dark green attempt to go up the slope,"{'A': 'one', 'B': 'eight', 'C': 'five', 'D': 'three', 'E': 'twelve'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,C,0
5658916668,how many people were filmed sliding down,"{'A': 'four', 'B': 'one', 'C': 'seven', 'D': 'two', 'E': 'six'}","['A', 'A', 'A', 'A', 'B', 'B', 'B', 'B']",A,B,0
4444192938,how many kids are there at the area,"{'A': 'one', 'B': 'four', 'C': 'nine', 'D': 'two', 'E': 'three'}","['B', 'D', 'D', 'A', 'A', 'A', 'A', 'A']",A,E,0
8552680285,how does the person sitting down position higher hands,"{'A': 'move wrists', 'B': 'right angle to his body', 'C': 'push chair behind', 'D': 'light on the speaker', 'E': 'on the handle'}","['B', 'A', 'B', 'B', 'B', 'B', 'B', 'B']",B,E,0
7492398760,where is this happening,"{'A': 'garden', 'B': 'bedroom', 'C': 'outdoors', 'D': 'room', 'E': 'car'}","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",C,A,0
5235909148,how many people are in the video,"{'A': 'three', 'B': 'six', 'C': 'one', 'D': 'four', 'E': 'eight'}","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'A']",C,D,0
6754608321,what color is the baby s clothes,"{'A': 'black and red', 'B': 'yellow and red', 'C': 'yellow', 'D': 'white', 'E': 'green'}","['C', 'E', 'C', 'C', 'C', 'E', 'C', 'E']",C,E,0
8132842161,where is this video taken,"{'A': 'classroom', 'B': 'living room', 'C': 'in house', 'D': 'outdoors', 'E': 'park'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,E,0
4636208292,how many people are cheering their glasses at the end,"{'A': 'five', 'B': 'three', 'C': 'four', 'D': 'seven', 'E': 'one'}","['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",E,C,0
2589540862,how many children are there,"{'A': 'nine', 'B': 'two', 'C': 'six', 'D': 'one', 'E': 'four'}","['B', 'D', 'D', 'D', 'B', 'B', 'D', 'B']",B,D,0
7531285946,where is this video taken,"{'A': 'backyard', 'B': 'deserted area', 'C': 'front porch', 'D': 'outdoors', 'E': 'ball room'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,B,0
11966080214,where is this place,"{'A': 'living room', 'B': 'corridor', 'C': 'classroom', 'D': 'farm', 'E': 'golf course'}","['A', 'A', 'A', 'B', 'B', 'C', 'A', 'A']",A,B,0
8531675050,what is the possible relation between lady in black and white and the man in white,"{'A': 'baby', 'B': 'siblings', 'C': 'fatherdaughter', 'D': 'husband wife', 'E': 'colleagues'}","['C', 'C', 'D', 'A', 'D', 'D', 'A', 'C']",C,E,0
10597533885,where is this happening,"{'A': 'playground', 'B': 'in the day', 'C': 'beach', 'D': 'room', 'E': 'home'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,A,0
3469864014,how many cats were there,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'one', 'E': 'five'}","['D', 'B', 'D', 'D', 'D', 'D', 'D', 'D']",D,B,0
6772999108,what did the girl do in the middle of the video,"{'A': 'fall down', 'B': 'show her toy', 'C': 'start dancing', 'D': 'clap', 'E': 'hit the drum'}","['B', 'B', 'B', 'C', 'C', 'D', 'D', 'D']",B,D,0
4264435046,how many dogs are there,"{'A': 'one', 'B': 'two', 'C': 'four', 'D': 'six', 'E': 'nine'}","['A', 'A', 'A', 'A', 'B', 'B', 'B', 'B']",A,B,0
6329954198,how did the man in black adjust his position,"{'A': 'using the mouse', 'B': 'keep getting up', 'C': 'hit the drum', 'D': 'running', 'E': 'jacket'}","['A', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",E,B,0
8505893258,how many people were in the video,"{'A': 'seven', 'B': 'twelve', 'C': 'six', 'D': 'five', 'E': 'two'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,C,0
2809330695,how many times does the baby attempt to flip over,"{'A': 'five', 'B': 'one', 'C': 'four', 'D': 'two', 'E': 'three'}","['B', 'B', 'D', 'B', 'B', 'B', 'B', 'B']",B,E,0
3524939594,what is the relationship between the men,"{'A': 'cowboy', 'B': 'friends', 'C': 'parent offspring', 'D': 'team member opponent', 'E': 'trainer trainee'}","['E', 'E', 'E', 'D', 'E', 'E', 'E', 'D']",E,B,0
4276006683,how many people are involved in the video,"{'A': 'two', 'B': 'six', 'C': 'five', 'D': 'one', 'E': 'four'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'D']",A,D,0
5521781780,how many people were under the umbrella,"{'A': 'six', 'B': 'eleven', 'C': 'five', 'D': 'one', 'E': 'two'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,E,0
2809330695,what is the baby holding tight for a few times,"{'A': 'towel', 'B': 'baby food', 'C': 'eggs', 'D': 'dinosaur toy', 'E': 'watermelon toy'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,A,0
3105728894,what is the relationship between the people in the video,"{'A': 'book launch', 'B': 'familyfriends', 'C': 'training team', 'D': 'colleagues', 'E': 'friendsteam member'}","['C', 'C', 'E', 'C', 'C', 'C', 'C', 'E']",C,D,0
2596300565,how does the baby push the pram differently in the start versus the end of the video,"{'A': 'different direction', 'B': 'smiling', 'C': 'waving', 'D': 'move body', 'E': 'right'}","['D', 'D', 'D', 'D', 'A', 'D', 'D', 'D']",D,A,0
3164519967,where is this video taken,"{'A': 'playground', 'B': 'sofa', 'C': 'house', 'D': 'ball room', 'E': 'computer table'}","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",C,B,0
2435633172,how many people are there,"{'A': 'one', 'B': 'seven', 'C': 'four', 'D': 'eleven', 'E': 'three'}","['A', 'A', 'A', 'A', 'A', 'A', 'C', 'C']",A,E,0
6018490041,what event could this be,"{'A': 'a funeral', 'B': 'dance competition', 'C': 'game celebration', 'D': 'a wedding', 'E': 'music performance'}","['A', 'A', 'C', 'C', 'A', 'A', 'C', 'C']",A,C,0
3846475848,how many people are involved in the video,"{'A': 'five', 'B': 'six', 'C': 'four', 'D': 'two', 'E': 'one'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,E,0
3851913128,how many people are involved in the video,"{'A': 'two', 'B': 'five', 'C': 'four', 'D': 'three', 'E': 'one'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,B,0
5333075105,how did the man kept himself warm,"{'A': 'thick jacket', 'B': 'wearing a jacket', 'C': 'winter clothes', 'D': 'wear thick clothings', 'E': 'wear long sleeves'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,C,0
5803861992,where is this video taken,"{'A': 'mountain top', 'B': 'snow mountain', 'C': 'home', 'D': 'dining table', 'E': 'bedroom'}","['C', 'C', 'C', 'C', 'D', 'D', 'C', 'C']",C,E,0
4189100053,what is the relationship between the woman and the boy,"{'A': 'siblingsfriends', 'B': 'sibling', 'C': 'offspringparents', 'D': 'siblings', 'E': 'mother child'}","['C', 'C', 'C', 'C', 'C', 'C', 'E', 'E']",C,E,0
3063380173,how many kittens are in the video,"{'A': 'one', 'B': 'three', 'C': 'two', 'D': 'four', 'E': 'five'}","['A', 'A', 'C', 'A', 'A', 'A', 'C', 'A']",A,C,0
2697214342,what is the relationship between the men,"{'A': 'colleague', 'B': 'classmates', 'C': 'friends', 'D': 'team members', 'E': 'parent offspring'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,A,0
5129152550,what is the relationship between the man speaking and people standing behind him,"{'A': 'monitor', 'B': 'cameraman', 'C': 'short guy', 'D': 'prototype of a hot air balloon', 'E': 'team members'}","['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",B,E,0
8594309349,where is the fish swimming towards at the end,"{'A': 'the ship', 'B': 'to the right', 'C': 'sink area', 'D': 'nope', 'E': 'shaking'}","['A', 'A', 'A', 'B', 'A', 'A', 'B', 'B']",A,B,0
13515224395,where is the lady playing with the dog,"{'A': 'in her house', 'B': 'snow wild', 'C': 'kitched', 'D': 'garden', 'E': 'a forest'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,A,0
3192668394,whose portrait is the woman in blue drawing in the room,"{'A': 'boy in red', 'B': 'family', 'C': 'the man wearing orange pants', 'D': 'girl with hoodie', 'E': 'woman in grey'}","['A', 'E', 'A', 'A', 'A', 'B', 'A', 'A']",A,E,0
6291413193,what is the colour of the cap the lady in white is wearing,"{'A': 'grey', 'B': 'white and red', 'C': 'pink', 'D': 'orange', 'E': 'navy blue'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,E,0
2510696559,where is this happening,"{'A': 'outdoors', 'B': 'bar', 'C': 'in the day', 'D': 'classroom', 'E': 'bicycle park'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,E,0
5205081904,where is the child hanging out,"{'A': 'outside house', 'B': 'home', 'C': 'kitchen', 'D': 'dining table', 'E': 'indoors'}","['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",E,B,0
5702201498,how many people are present in the video,"{'A': 'five', 'B': 'four', 'C': 'two', 'D': 'eight', 'E': 'one'}","['E', 'C', 'C', 'C', 'E', 'C', 'C', 'E']",C,E,0
8594309349,why are there so many bubbles,"{'A': 'breathing under water', 'B': 'boy and baby in the room', 'C': 'oxygen', 'D': 'cold weather', 'E': 'for everyone to drink'}","['A', 'C', 'C', 'A', 'A', 'A', 'A', 'A']",A,C,0
3861485381,how many animals are in the video,"{'A': 'two', 'B': 'one', 'C': 'three', 'D': 'four', 'E': 'five'}","['C', 'B', 'A', 'B', 'B', 'B', 'A', 'A']",B,E,0
4138579400,what is the colour of the cup,"{'A': 'lights', 'B': 'red and white', 'C': 'white', 'D': 'blue', 'E': 'beige'}","['B', 'A', 'B', 'D', 'B', 'D', 'B', 'A']",B,C,0
8531675050,what event is occuring,"{'A': 'concert', 'B': 'ballet', 'C': 'piano', 'D': 'marketing', 'E': 'rowing competition'}","['D', 'A', 'A', 'A', 'D', 'A', 'A', 'A']",A,D,0
7651639778,how many people are present,"{'A': 'three', 'B': 'two', 'C': 'four', 'D': 'seven', 'E': 'eleven'}","['B', 'A', 'A', 'B', 'B', 'A', 'A', 'A']",A,C,0
7571121368,where are the people hanging out,"{'A': 'beach', 'B': 'lake', 'C': 'bridge', 'D': 'zoo', 'E': 'forest trail'}","['B', 'B', 'B', 'B', 'B', 'B', 'B', 'A']",B,C,0
5533380417,which direction did the man turn at the first part of the video,"{'A': 'to his right', 'B': 'towards two boys', 'C': 'towards man in white shirt', 'D': 'his back', 'E': 'towards girl with hoodie'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,A,0
2697261300,how many dogs are filmed,"{'A': 'one', 'B': 'five', 'C': 'four', 'D': 'two', 'E': 'three'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,D,0
7308042410,where did the man in white took the tools from,"{'A': 'carpark', 'B': 'public area', 'C': 'on table', 'D': 'kitchen', 'E': 'at the bucket'}","['A', 'A', 'A', 'C', 'C', 'E', 'E', 'C']",A,E,0
3105728894,how many people are practising their tricks in the video,"{'A': 'four', 'B': 'three', 'C': 'five', 'D': 'two', 'E': 'one'}","['D', 'D', 'D', 'B', 'D', 'A', 'D', 'A']",D,A,0
4978714491,which bus runs off first after parking for a while,"{'A': 'red bus', 'B': 'orange bus', 'C': 'white bus', 'D': 'blue bus', 'E': 'black bus'}","['C', 'C', 'C', 'C', 'C', 'D', 'C', 'C']",C,D,0
3375218204,what colour is the girl's shirt,"{'A': 'yellow', 'B': 'blue', 'C': 'pink', 'D': 'white', 'E': 'purple'}","['A', 'A', 'C', 'C', 'A', 'C', 'C', 'A']",A,C,0
7453733046,how many people are playing in the water playground,"{'A': 'one', 'B': 'kitchen', 'C': 'four', 'D': 'five', 'E': 'two'}","['C', 'E', 'E', 'A', 'D', 'D', 'A', 'A']",A,E,0
3902997424,what is the colour of the shirt of the lady cycling,"{'A': 'black', 'B': 'light blue', 'C': 'white and red', 'D': 'blue', 'E': 'purple'}","['A', 'A', 'A', 'D', 'D', 'D', 'A', 'A']",A,D,0
2679130168,how many times did the girl try to stuff her face into the cushion in the beginning of the video,"{'A': 'four', 'B': 'two', 'C': 'three', 'D': 'five', 'E': 'six'}","['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",B,D,0
3741143820,what could be the relation between the people on the stage,"{'A': 'singing', 'B': 'classmates', 'C': 'snake handling', 'D': 'partners', 'E': 'team mates'}","['D', 'D', 'D', 'B', 'D', 'D', 'D', 'C']",D,E,0
5145526755,how many people are involved in the video,"{'A': 'one', 'B': 'three', 'C': 'four', 'D': 'five', 'E': 'two'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,E,0
6024684644,what is the relationship between the woman and the man,"{'A': 'trainer trainee', 'B': 'father and child', 'C': 'colleagues', 'D': 'couple', 'E': 'classmates'}","['B', 'B', 'B', 'B', 'B', 'B', 'D', 'D']",B,D,0
2925298951,how many women are posing for the photo,"{'A': 'six', 'B': 'five', 'C': 'two', 'D': 'four', 'E': 'one'}","['D', 'D', 'D', 'C', 'D', 'D', 'D', 'C']",D,A,0
7442562474,how are the kittens positioned at the start of the video,"{'A': 'jump on toilet', 'B': 'pat the cat', 'C': 'raise her hands upward', 'D': 'lie on its side', 'E': 'laying on the bed'}","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",D,E,0
3375218204,how many people are involved in the video,"{'A': 'three', 'B': 'five', 'C': 'two', 'D': 'six', 'E': 'one'}","['E', 'E', 'C', 'A', 'A', 'C', 'A', 'C']",C,A,0
5833145209,where is this video taken,"{'A': 'outdoors', 'B': 'snow mountain', 'C': 'kitchen', 'D': 'garden', 'E': 'computer table'}","['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",A,D,0
4166942239,what is the relation between the man in red and the man in the suit,"{'A': 'team members', 'B': 'blue', 'C': 'performers', 'D': 'security personnel', 'E': 'friends'}","['D', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",C,E,0
6860322796,how did the lady keep herself warm,"{'A': 'jacket', 'B': 'thick winter clothing', 'C': 'jacket gloves long pants', 'D': 'put into her pocket', 'E': 'put on blanket'}","['B', 'A', 'A', 'B', 'B', 'A', 'B', 'A']",B,A,0
2669452260,how many people walk past the man,"{'A': 'three', 'B': 'two', 'C': 'seven', 'D': 'thirteen', 'E': 'four'}","['A', 'C', 'C', 'C', 'A', 'A', 'B', 'C']",C,B,0
